rec_index,hist_index,match_type,distance,depth_15,depth_22,growth,ai_conf
998,,NEW,12450.03,,12.0,,0.0
999,,NEW,12451.22,,10.0,,0.0
1000,,NEW,12455.31,,17.0,,0.0
1001,555.0,MATCHED,12456.88,11.0,13.0,2.0,0.9629999995231628
1002,,NEW,12457.59,,15.0,,0.0
1003,,NEW,12459.09,,16.0,,0.0
1004,,NEW,12459.92,,17.0,,0.0
1005,,NEW,12463.0,,13.0,,0.0
1006,,NEW,12468.64,,13.0,,0.0
1007,,NEW,12473.72,,11.0,,0.0
1009,,NEW,12511.34,,13.0,,0.0
1010,,NEW,12515.49,,16.0,,0.0
1011,,NEW,12518.43,,12.0,,0.0
1042,,NEW,12973.18,,17.0,,0.0
1048,,NEW,13035.0,,12.0,,0.0
1049,,NEW,13054.74,,10.0,,0.0
1055,,NEW,13189.66,,22.0,,0.0
1056,,NEW,13190.24,,21.0,,0.0
1077,650.0,MATCHED,13681.54,15.0,18.0,3.0,0.8736000061035156
1078,1496.0,MATCHED,13681.67,15.0,17.0,2.0,0.9350000023841858
1079,2565.0,MATCHED,13681.9,21.0,21.0,0.0,0.9351999759674072
1089,528.0,MATCHED,13889.18,36.0,26.0,-10.0,0.9099000096321106
1090,2305.0,MATCHED,13889.74,15.0,17.0,2.0,0.9236000180244446
1091,529.0,MATCHED,13890.43,44.0,35.0,-9.0,0.9571999907493591
1092,1587.0,MATCHED,13890.52,10.0,13.0,3.0,0.9388999938964844
1093,3016.0,MATCHED,13890.55,15.0,21.0,6.0,0.8294000029563904
1098,1447.0,MATCHED,14038.66,13.0,16.0,3.0,0.8956000208854675
1099,,NEW,14039.24,,16.0,,0.0
1105,,NEW,14107.57,,12.0,,0.0
1106,3046.0,MATCHED,14109.63,12.0,13.0,1.0,0.879800021648407
1107,,NEW,14113.66,,14.0,,0.0
1108,,NEW,14114.19,,27.0,,0.0
1109,,NEW,14114.56,,26.0,,0.0
1110,,NEW,14116.05,,12.0,,0.0
1119,,NEW,14297.6,,11.0,,0.0
1120,,NEW,14298.76,,11.0,,0.0
1121,,NEW,14302.71,,12.0,,0.0
1122,1973.0,MATCHED,14304.36,11.0,10.0,-1.0,0.9161999821662903
1123,,NEW,14304.82,,11.0,,0.0
1124,2237.0,MATCHED,14308.52,14.0,15.0,1.0,0.9545999765396118
1125,,NEW,14311.91,,15.0,,0.0
1126,,NEW,14315.9,,10.0,,0.0
1127,,NEW,14328.57,,12.0,,0.0
1129,,NEW,14349.59,,16.0,,0.0
1131,1135.0,MATCHED,14381.89,10.0,11.0,1.0,0.8339999914169312
1138,,NEW,14597.74,,12.0,,0.0
1139,3011.0,MATCHED,14597.85,13.0,16.0,3.0,0.8356000185012817
1147,,NEW,14718.38,,15.0,,0.0
1150,,NEW,14778.14,,10.0,,0.0
1152,1597.0,MATCHED,14782.9,10.0,10.0,0.0,0.8816999793052673
1153,1022.0,MATCHED,14783.48,24.0,25.0,1.0,0.9592000246047974
1154,,NEW,14783.92,,21.0,,0.0
1155,2401.0,MATCHED,14784.89,11.0,13.0,2.0,0.9352999925613403
1156,,NEW,14785.07,,14.0,,0.0
1157,2403.0,MATCHED,14785.23,14.0,14.0,0.0,0.9807000160217285
1158,2281.0,MATCHED,14785.58,15.0,17.0,2.0,0.8277000188827515
1159,697.0,MATCHED,14786.01,11.0,12.0,1.0,0.8600000143051147
1160,2407.0,MATCHED,14786.07,18.0,18.0,0.0,0.9639999866485596
1161,,NEW,14786.49,,13.0,,0.0
1162,618.0,MATCHED,14790.63,40.0,44.0,4.0,0.9430000185966492
1163,2587.0,MATCHED,14791.47,26.0,23.0,-3.0,0.9143999814987183
1164,,NEW,14792.29,,32.0,,0.0
1165,,NEW,14793.51,,18.0,,0.0
1166,2231.0,MATCHED,14794.1,11.0,14.0,3.0,0.864799976348877
1167,3145.0,MATCHED,14795.14,14.0,18.0,4.0,0.9354000091552734
1168,524.0,MATCHED,14795.5,11.0,14.0,3.0,0.9114999771118164
1169,,NEW,14796.78,,17.0,,0.0
1170,515.0,MATCHED,14797.18,12.0,15.0,3.0,0.9334999918937683
1171,,NEW,14801.88,,12.0,,0.0
1172,2604.0,MATCHED,14802.58,11.0,14.0,3.0,0.8858000040054321
1173,2307.0,MATCHED,14803.2,10.0,13.0,3.0,0.8687000274658203
1174,610.0,MATCHED,14803.66,10.0,12.0,2.0,0.8476999998092651
1175,2316.0,MATCHED,14803.71,10.0,10.0,0.0,0.8924999833106995
1177,,NEW,14810.47,,12.0,,0.0
1178,2385.0,MATCHED,14810.52,10.0,12.0,2.0,0.8909000158309937
1179,2261.0,MATCHED,14810.57,11.0,13.0,2.0,0.8346999883651733
1185,1739.0,MATCHED,14938.02,29.0,31.0,2.0,0.9466000199317932
1186,611.0,MATCHED,14938.55,19.0,20.0,1.0,0.9854000210762024
1189,2454.0,MATCHED,14947.28,16.0,15.0,-1.0,0.9391000270843506
1190,2375.0,MATCHED,14947.48,10.0,13.0,3.0,0.9032999873161316
1191,,NEW,14947.72,,12.0,,0.0
1192,2341.0,MATCHED,14947.89,10.0,11.0,1.0,0.9398999810218811
1193,2660.0,MATCHED,14948.02,12.0,14.0,2.0,0.9753999710083008
1194,,NEW,14948.49,,16.0,,0.0
1195,,NEW,14949.51,,11.0,,0.0
1196,2875.0,MATCHED,14951.91,10.0,11.0,1.0,0.9193999767303467
1197,,NEW,14954.89,,13.0,,0.0
1198,,NEW,14955.99,,18.0,,0.0
1199,1527.0,MATCHED,14956.58,17.0,18.0,1.0,0.916100025177002
1200,476.0,MATCHED,14957.15,10.0,12.0,2.0,0.9627000093460083
1201,1963.0,MATCHED,14957.36,15.0,16.0,1.0,0.935699999332428
1202,,NEW,14958.14,,13.0,,0.0
1203,,NEW,14958.46,,16.0,,0.0
1204,,NEW,14958.63,,12.0,,0.0
1206,2354.0,MATCHED,14963.15,11.0,13.0,2.0,0.9553999900817871
1207,2286.0,MATCHED,14966.44,14.0,16.0,2.0,0.9495999813079834
1208,3326.0,MATCHED,14968.46,12.0,13.0,1.0,0.9046000242233276
1209,1748.0,MATCHED,14968.91,11.0,15.0,4.0,0.8064000010490417
1210,,NEW,14972.51,,20.0,,0.0
1211,,NEW,14973.85,,16.0,,0.0
1212,,NEW,14974.7,,14.0,,0.0
1213,3143.0,MATCHED,14974.77,12.0,12.0,0.0,0.8355000019073486
1214,2198.0,MATCHED,14975.97,12.0,14.0,2.0,0.8816999793052673
1215,2598.0,MATCHED,14976.51,14.0,15.0,1.0,0.9351999759674072
1216,,NEW,14986.7,,26.0,,0.0
1219,,NEW,15002.5,,16.0,,0.0
1220,,NEW,15003.74,,25.0,,0.0
1224,,NEW,15007.58,,26.0,,0.0
1226,594.0,MATCHED,15007.88,23.0,25.0,2.0,0.906499981880188
1227,,NEW,15008.6,,20.0,,0.0
1229,,NEW,15011.6,,22.0,,0.0
1232,,NEW,15012.48,,12.0,,0.0
1233,,NEW,15013.58,,14.0,,0.0
1237,,NEW,15020.74,,12.0,,0.0
1238,,NEW,15021.63,,12.0,,0.0
1240,,NEW,15029.96,,12.0,,0.0
1242,,NEW,15033.68,,14.0,,0.0
1243,3079.0,MATCHED,15034.44,18.0,18.0,0.0,0.9733999967575073
1244,,NEW,15049.26,,11.0,,0.0
1245,,NEW,15052.95,,27.0,,0.0
1246,3341.0,MATCHED,15053.6,11.0,13.0,2.0,0.8478000164031982
1247,,NEW,15055.16,,15.0,,0.0
1248,2437.0,MATCHED,15064.02,13.0,15.0,2.0,0.8991000056266785
1249,882.0,MATCHED,15064.17,17.0,17.0,0.0,0.9097999930381775
1250,2966.0,MATCHED,15064.2,16.0,17.0,1.0,0.873199999332428
1251,1674.0,MATCHED,15064.21,11.0,15.0,4.0,0.8156999945640564
1252,2278.0,MATCHED,15064.22,11.0,13.0,2.0,0.9369000196456909
1253,1634.0,MATCHED,15064.25,11.0,13.0,2.0,0.9375
1254,2284.0,MATCHED,15064.92,11.0,12.0,1.0,0.948199987411499
1256,,NEW,15065.64,,16.0,,0.0
1257,601.0,MATCHED,15065.77,20.0,22.0,2.0,0.9702000021934509
1258,,NEW,15086.23,,17.0,,0.0
1259,1044.0,MATCHED,15087.6,10.0,13.0,3.0,0.9480000138282776
1260,,NEW,15088.41,,27.0,,0.0
1261,,NEW,15092.16,,41.0,,0.0
1262,2421.0,MATCHED,15097.29,23.0,23.0,0.0,0.9296000003814697
1263,,NEW,15098.2,,31.0,,0.0
1265,,NEW,15101.07,,24.0,,0.0
1266,1791.0,MATCHED,15101.52,11.0,12.0,1.0,0.9413999915122986
1267,998.0,MATCHED,15101.91,10.0,11.0,1.0,0.8551999926567078
1268,2632.0,MATCHED,15102.33,15.0,15.0,0.0,0.9753000140190125
1269,3022.0,MATCHED,15103.25,13.0,15.0,2.0,0.9085999727249146
1270,,NEW,15103.93,,16.0,,0.0
1272,1322.0,MATCHED,15107.7,13.0,14.0,1.0,0.8230999708175659
1273,,NEW,15108.27,,12.0,,0.0
1274,,NEW,15109.16,,32.0,,0.0
1275,,NEW,15111.92,,13.0,,0.0
1276,,NEW,15113.39,,29.0,,0.0
1277,,NEW,15113.69,,12.0,,0.0
1278,,NEW,15115.15,,16.0,,0.0
1279,,NEW,15115.48,,34.0,,0.0
1280,,NEW,15125.79,,21.0,,0.0
1281,2206.0,MATCHED,15126.12,40.0,32.0,-8.0,0.9437999725341797
1282,1938.0,MATCHED,15132.32,13.0,16.0,3.0,0.8228999972343445
1283,,NEW,15132.48,,40.0,,0.0
1284,3001.0,MATCHED,15133.02,12.0,13.0,1.0,0.861299991607666
1287,,NEW,15140.36,,16.0,,0.0
1288,,NEW,15144.21,,21.0,,0.0
1289,2129.0,MATCHED,15144.55,15.0,19.0,4.0,0.9440000057220459
1291,2292.0,MATCHED,15146.07,23.0,23.0,0.0,0.9032999873161316
1292,,NEW,15146.14,,10.0,,0.0
1293,1639.0,MATCHED,15161.49,14.0,14.0,0.0,0.9437999725341797
1295,,NEW,15211.4,,13.0,,0.0
1296,,NEW,15224.15,,23.0,,0.0
1297,,NEW,15224.47,,22.0,,0.0
1299,1151.0,MATCHED,15226.31,14.0,18.0,4.0,0.88919997215271
1300,1909.0,MATCHED,15226.89,11.0,10.0,-1.0,0.9289000034332275
1301,,NEW,15227.8,,14.0,,0.0
1302,,NEW,15242.23,,17.0,,0.0
1304,,NEW,15302.34,,19.0,,0.0
1305,937.0,MATCHED,15303.02,13.0,14.0,1.0,0.9639999866485596
1306,970.0,MATCHED,15303.07,13.0,14.0,1.0,0.9760000109672546
1307,,NEW,15303.89,,19.0,,0.0
1309,,NEW,15314.63,,16.0,,0.0
1310,,NEW,15315.23,,15.0,,0.0
1311,,NEW,15315.32,,14.0,,0.0
1320,776.0,MATCHED,15383.11,31.0,32.0,1.0,0.9678000211715698
1323,2661.0,MATCHED,15405.93,14.0,16.0,2.0,0.9480999708175659
1324,,NEW,15406.06,,14.0,,0.0
1328,2435.0,MATCHED,15418.44,11.0,13.0,2.0,0.9433000087738037
1329,2148.0,MATCHED,15418.61,13.0,15.0,2.0,0.9175000190734863
1330,535.0,MATCHED,15418.85,24.0,25.0,1.0,0.9577999711036682
1331,2853.0,MATCHED,15418.89,11.0,12.0,1.0,0.9761000275611877
1338,,NEW,15546.38,,13.0,,0.0
1340,,NEW,15546.97,,14.0,,0.0
1341,,NEW,15547.01,,16.0,,0.0
1342,2811.0,MATCHED,15548.53,11.0,12.0,1.0,0.9526000022888184
1345,2571.0,MATCHED,15627.72,22.0,22.0,0.0,0.9434000253677368
1357,,NEW,15906.22,,10.0,,0.0
1359,,NEW,15961.46,,11.0,,0.0
1360,,NEW,15964.69,,13.0,,0.0
1361,2223.0,MATCHED,15965.57,12.0,14.0,2.0,0.8536999821662903
1362,,NEW,15968.82,,10.0,,0.0
1364,,NEW,15995.33,,10.0,,0.0
1365,,NEW,15996.38,,13.0,,0.0
1366,,NEW,15998.46,,12.0,,0.0
1367,,NEW,16019.55,,12.0,,0.0
1368,,NEW,16021.25,,14.0,,0.0
1370,,NEW,16023.94,,16.0,,0.0
1373,2567.0,MATCHED,16065.86,23.0,24.0,1.0,0.9415000081062317
1374,2666.0,MATCHED,16082.48,16.0,18.0,2.0,0.921500027179718
1385,1041.0,MATCHED,16422.14,20.0,21.0,1.0,0.8827000260353088
1388,,NEW,16503.0,,17.0,,0.0
1390,,NEW,16504.4,,12.0,,0.0
1391,,NEW,16504.63,,25.0,,0.0
1392,929.0,MATCHED,16504.77,13.0,15.0,2.0,0.8695999979972839
1394,,NEW,16575.93,,20.0,,0.0
1395,,NEW,16582.9,,26.0,,0.0
1396,,NEW,16583.12,,19.0,,0.0
1397,,NEW,16583.22,,14.0,,0.0
1398,2315.0,MATCHED,16583.27,23.0,24.0,1.0,0.8705999851226807
1399,,NEW,16583.29,,17.0,,0.0
1403,,NEW,16663.43,,20.0,,0.0
1404,,NEW,16663.53,,21.0,,0.0
1406,2986.0,MATCHED,16665.26,12.0,15.0,3.0,0.8639000058174133
1409,305.0,MATCHED,16743.87,23.0,24.0,1.0,0.8910999894142151
1410,1428.0,MATCHED,16743.97,23.0,23.0,0.0,0.9589999914169312
1411,1826.0,MATCHED,16744.04,11.0,15.0,4.0,0.9452000260353088
1415,2570.0,MATCHED,16744.87,35.0,34.0,-1.0,0.9883000254631042
1416,,NEW,16745.39,,29.0,,0.0
1417,1238.0,MATCHED,16745.56,24.0,22.0,-2.0,0.9854000210762024
1422,,NEW,16824.32,,20.0,,0.0
1423,2839.0,MATCHED,16824.8,17.0,20.0,3.0,0.8870000243186951
1425,,NEW,16825.29,,14.0,,0.0
1429,,NEW,16978.4,,15.0,,0.0
1462,,NEW,17668.21,,29.0,,0.0
1480,2090.0,MATCHED,18250.59,21.0,23.0,2.0,0.9297000169754028
1483,,NEW,18260.61,,25.0,,0.0
1491,566.0,MATCHED,18501.38,40.0,42.0,2.0,0.9767000079154968
1538,,NEW,19703.79,,17.0,,0.0
1539,,NEW,19711.53,,13.0,,0.0
1551,,NEW,20176.56,,12.0,,0.0
1559,3179.0,MATCHED,20417.1,12.0,14.0,2.0,0.9420999884605408
1560,,NEW,20417.11,,28.0,,0.0
1561,1567.0,MATCHED,20417.49,31.0,32.0,1.0,0.9765999913215637
1564,,NEW,20496.12,,20.0,,0.0
1567,,NEW,20576.45,,18.0,,0.0
1572,,NEW,20716.85,,16.0,,0.0
1586,2088.0,MATCHED,21103.73,21.0,25.0,4.0,0.8968999981880188
1596,,NEW,21366.78,,23.0,,0.0
1597,1271.0,MATCHED,21366.96,31.0,37.0,6.0,0.8935999870300293
1598,3338.0,MATCHED,21367.06,21.0,23.0,2.0,0.8055999875068665
1599,585.0,MATCHED,21367.07,18.0,20.0,2.0,0.9241999983787537
1604,3274.0,MATCHED,21392.33,43.0,41.0,-2.0,0.941100001335144
1615,,NEW,21523.58,,34.0,,0.0
1618,3078.0,MATCHED,21527.45,16.0,16.0,0.0,0.944100022315979
1630,2957.0,MATCHED,21900.45,13.0,15.0,2.0,0.8388000130653381
1631,,NEW,21901.44,,20.0,,0.0
1632,,NEW,21902.58,,17.0,,0.0
1633,,NEW,21929.43,,18.0,,0.0
1634,,NEW,21930.23,,19.0,,0.0
1636,,NEW,21931.31,,15.0,,0.0
1640,,NEW,22011.34,,20.0,,0.0
1642,1746.0,MATCHED,22089.38,14.0,16.0,2.0,0.9564999938011169
1643,1658.0,MATCHED,22089.85,35.0,34.0,-1.0,0.8966000080108643
1644,2764.0,MATCHED,22090.1,14.0,16.0,2.0,0.8449000120162964
1645,,NEW,22090.3,,15.0,,0.0
1646,,NEW,22090.34,,15.0,,0.0
1648,1571.0,MATCHED,22091.24,37.0,38.0,1.0,0.9843999743461609
1649,1729.0,MATCHED,22091.95,43.0,46.0,3.0,0.9624999761581421
1650,3335.0,MATCHED,22093.07,13.0,14.0,1.0,0.8952000141143799
1651,,NEW,22110.13,,10.0,,0.0
1654,,NEW,22170.19,,25.0,,0.0
1655,,NEW,22170.55,,14.0,,0.0
1659,,NEW,22250.78,,11.0,,0.0
1668,,NEW,22460.45,,12.0,,0.0
1669,,NEW,22463.85,,13.0,,0.0
1670,,NEW,22473.54,,12.0,,0.0
1671,,NEW,22478.55,,19.0,,0.0
1672,,NEW,22481.05,,12.0,,0.0
1673,,NEW,22487.4,,14.0,,0.0
1674,1544.0,MATCHED,22491.96,17.0,19.0,2.0,0.902999997138977
1676,,NEW,22493.16,,22.0,,0.0
1678,706.0,MATCHED,22571.5,16.0,15.0,-1.0,0.8568999767303467
1687,,NEW,22788.77,,14.0,,0.0
1691,2380.0,MATCHED,22871.07,19.0,20.0,1.0,0.9726999998092651
1692,,NEW,22871.18,,11.0,,0.0
1693,,NEW,22871.19,,16.0,,0.0
1698,2796.0,MATCHED,23031.68,14.0,16.0,2.0,0.8363999724388123
1700,,NEW,23065.26,,17.0,,0.0
1699,,NEW,23065.26,,36.0,,0.0
1701,,NEW,23066.56,,16.0,,0.0
1702,547.0,MATCHED,23067.01,24.0,25.0,1.0,0.9322999715805054
1704,,NEW,23074.7,,14.0,,0.0
1705,,NEW,23077.23,,36.0,,0.0
1706,,NEW,23077.88,,17.0,,0.0
1707,,NEW,23078.44,,14.0,,0.0
1708,,NEW,23079.65,,20.0,,0.0
1709,2230.0,MATCHED,23080.67,40.0,35.0,-5.0,0.9399999976158142
1711,,NEW,23080.96,,23.0,,0.0
1712,,NEW,23081.64,,24.0,,0.0
1713,,NEW,23082.83,,18.0,,0.0
1714,,NEW,23083.13,,38.0,,0.0
1716,2774.0,MATCHED,23085.58,15.0,18.0,3.0,0.8427000045776367
1717,,NEW,23086.12,,27.0,,0.0
1718,,NEW,23088.53,,17.0,,0.0
1719,,NEW,23088.68,,20.0,,0.0
1720,,NEW,23090.14,,22.0,,0.0
1721,,NEW,23092.45,,18.0,,0.0
1722,,NEW,23098.57,,37.0,,0.0
1723,,NEW,23101.24,,12.0,,0.0
1724,3159.0,MATCHED,23102.25,17.0,19.0,2.0,0.8428999781608582
1725,,NEW,23102.64,,13.0,,0.0
1727,1088.0,MATCHED,23112.02,22.0,27.0,5.0,0.8295999765396118
1731,,NEW,23190.68,,15.0,,0.0
1732,3188.0,MATCHED,23190.69,11.0,12.0,1.0,0.8543000221252441
1734,,NEW,23192.4,,12.0,,0.0
1736,,NEW,23232.96,,13.0,,0.0
1737,3610.0,MATCHED,23237.97,15.0,17.0,2.0,0.9559999704360962
1738,1195.0,MATCHED,23238.62,12.0,15.0,3.0,0.9354000091552734
1739,,NEW,23239.25,,14.0,,0.0
1740,2218.0,MATCHED,23240.81,15.0,14.0,-1.0,0.9510999917984009
1741,,NEW,23241.46,,14.0,,0.0
1742,,NEW,23243.85,,15.0,,0.0
1743,2869.0,MATCHED,23249.18,14.0,17.0,3.0,0.9663000106811523
1744,2158.0,MATCHED,23250.3,10.0,10.0,0.0,0.8925999999046326
1745,2879.0,MATCHED,23251.76,11.0,14.0,3.0,0.9417999982833862
1746,2653.0,MATCHED,23252.57,10.0,10.0,0.0,0.8237000107765198
1747,,NEW,23254.68,,15.0,,0.0
1748,,NEW,23259.2,,16.0,,0.0
1749,,NEW,23260.23,,11.0,,0.0
1750,,NEW,23261.9,,15.0,,0.0
1751,,NEW,23265.99,,15.0,,0.0
1752,,NEW,23269.27,,19.0,,0.0
1753,,NEW,23270.79,,15.0,,0.0
1760,,NEW,23466.62,,15.0,,0.0
1774,,NEW,23700.32,,19.0,,0.0
1775,,NEW,23727.57,,46.0,,0.0
1776,,NEW,23728.08,,28.0,,0.0
1777,2180.0,MATCHED,23729.64,19.0,23.0,4.0,0.9025999903678894
1778,2150.0,MATCHED,23729.88,26.0,23.0,-3.0,0.8963000178337097
1784,,NEW,23766.53,,24.0,,0.0
1785,2767.0,MATCHED,23766.7,18.0,20.0,2.0,0.923799991607666
1789,2720.0,MATCHED,23768.34,26.0,26.0,0.0,0.9678000211715698
1800,380.0,MATCHED,23928.77,20.0,21.0,1.0,0.8312000036239624
1801,930.0,MATCHED,23928.81,19.0,18.0,-1.0,0.9666000008583069
1802,1213.0,MATCHED,23945.54,13.0,15.0,2.0,0.8798999786376953
1803,1295.0,MATCHED,23951.99,15.0,18.0,3.0,0.8213000297546387
1805,,NEW,23976.51,,11.0,,0.0
1806,,NEW,23976.96,,11.0,,0.0
1807,,NEW,23977.59,,13.0,,0.0
1808,649.0,MATCHED,24007.08,12.0,14.0,2.0,0.9160000085830688
1809,2531.0,MATCHED,24007.12,29.0,28.0,-1.0,0.991599977016449
1810,1686.0,MATCHED,24007.43,15.0,16.0,1.0,0.9702000021934509
1812,,NEW,24008.84,,21.0,,0.0
1821,,NEW,24343.6,,10.0,,0.0
1822,,NEW,24344.96,,14.0,,0.0
1823,,NEW,24347.38,,10.0,,0.0
1867,2943.0,MATCHED,25325.92,17.0,19.0,2.0,0.8363999724388123
1875,2607.0,MATCHED,25551.12,26.0,28.0,2.0,0.9316999912261963
1880,,NEW,25623.5,,12.0,,0.0
1881,,NEW,25626.22,,13.0,,0.0
1882,,NEW,25628.55,,13.0,,0.0
1883,,NEW,25631.19,,10.0,,0.0
1884,,NEW,25633.3,,13.0,,0.0
1885,1719.0,MATCHED,25634.05,23.0,23.0,0.0,0.941100001335144
1886,,NEW,25634.65,,18.0,,0.0
1887,2606.0,MATCHED,25636.09,23.0,23.0,0.0,0.9280999898910522
1888,3325.0,MATCHED,25639.13,13.0,14.0,1.0,0.8508999943733215
1889,3635.0,MATCHED,25639.71,15.0,17.0,2.0,0.8223000168800354
1890,,NEW,25639.82,,12.0,,0.0
1891,2765.0,MATCHED,25640.99,12.0,13.0,1.0,0.8389999866485596
1892,,NEW,25643.0,,12.0,,0.0
1893,,NEW,25646.85,,12.0,,0.0
1896,,NEW,25679.69,,21.0,,0.0
1909,,NEW,25938.5,,30.0,,0.0
1911,,NEW,25939.58,,16.0,,0.0
1952,926.0,MATCHED,26972.84,45.0,38.0,-7.0,0.8734999895095825
1954,967.0,MATCHED,26973.17,51.0,50.0,-1.0,0.9646999835968018
1955,2350.0,MATCHED,26973.34,31.0,30.0,-1.0,0.9732999801635742
1959,,NEW,27036.14,,21.0,,0.0
1963,2642.0,MATCHED,27051.29,24.0,23.0,-1.0,0.9894000291824341
1964,1205.0,MATCHED,27051.64,20.0,20.0,0.0,0.866100013256073
1965,,NEW,27051.72,,11.0,,0.0
1966,1554.0,MATCHED,27051.82,15.0,16.0,1.0,0.9610000252723694
1967,,NEW,27051.98,,20.0,,0.0
1978,,NEW,27303.05,,15.0,,0.0
1981,,NEW,27351.62,,27.0,,0.0
1988,2996.0,MATCHED,27423.72,23.0,28.0,5.0,0.8499000072479248
1992,,NEW,27582.42,,20.0,,0.0
1998,,NEW,27664.95,,15.0,,0.0
1999,,NEW,27682.94,,17.0,,0.0
2027,1638.0,MATCHED,28053.44,12.0,14.0,2.0,0.9484999775886536
2028,,NEW,28055.44,,19.0,,0.0
2029,2688.0,MATCHED,28055.99,41.0,37.0,-4.0,0.8597000241279602
2030,,NEW,28060.22,,31.0,,0.0
2034,,NEW,28078.06,,17.0,,0.0
2059,,NEW,28743.88,,37.0,,0.0
2073,771.0,MATCHED,28927.36,28.0,27.0,-1.0,0.9664999842643738
2087,,NEW,29241.41,,25.0,,0.0
2088,,NEW,29241.46,,25.0,,0.0
2090,,NEW,29260.05,,13.0,,0.0
2093,,NEW,29320.06,,21.0,,0.0
2094,,NEW,29320.1,,23.0,,0.0
2095,3170.0,MATCHED,29320.28,62.0,61.0,-1.0,0.996999979019165
2096,2041.0,MATCHED,29320.33,27.0,26.0,-1.0,0.9627000093460083
2100,,NEW,29380.17,,15.0,,0.0
2101,2299.0,MATCHED,29382.19,11.0,14.0,3.0,0.8980000019073486
2106,,NEW,29524.14,,41.0,,0.0
2107,,NEW,29525.52,,17.0,,0.0
2108,,NEW,29529.09,,15.0,,0.0
2109,,NEW,29530.35,,18.0,,0.0
2110,,NEW,29530.98,,19.0,,0.0
2111,,NEW,29531.85,,19.0,,0.0
2112,,NEW,29532.99,,21.0,,0.0
2113,,NEW,29534.26,,25.0,,0.0
2114,,NEW,29534.44,,26.0,,0.0
2115,,NEW,29535.63,,30.0,,0.0
2116,2804.0,MATCHED,29536.6,53.0,49.0,-4.0,0.9160000085830688
2117,,NEW,29537.11,,24.0,,0.0
2118,1076.0,MATCHED,29537.27,42.0,37.0,-5.0,0.890500009059906
2120,,NEW,29538.55,,19.0,,0.0
2121,2195.0,MATCHED,29538.57,28.0,28.0,0.0,0.8881000280380249
2122,2738.0,MATCHED,29539.68,72.0,59.0,-13.0,0.9919999837875366
2124,3125.0,MATCHED,29540.08,24.0,22.0,-2.0,0.9047999978065491
2125,,NEW,29540.16,,21.0,,0.0
2126,,NEW,29540.82,,21.0,,0.0
2127,,NEW,29541.41,,20.0,,0.0
2128,,NEW,29555.82,,37.0,,0.0
2129,,NEW,29558.66,,14.0,,0.0
2131,2988.0,MATCHED,29561.12,40.0,38.0,-2.0,0.9591000080108643
2132,2834.0,MATCHED,29561.32,29.0,27.0,-2.0,0.9498999714851379
2149,,NEW,29813.35,,12.0,,0.0
2150,2582.0,MATCHED,29813.36,27.0,33.0,6.0,0.8888000249862671
2176,880.0,MATCHED,30379.5,49.0,42.0,-7.0,0.9286999702453613
2177,,NEW,30379.96,,39.0,,0.0
2178,,NEW,30380.25,,20.0,,0.0
2179,,NEW,30381.8,,22.0,,0.0
2181,,NEW,30383.63,,17.0,,0.0
2182,,NEW,30387.93,,17.0,,0.0
2184,,NEW,30405.55,,21.0,,0.0
2194,1570.0,MATCHED,30594.24,21.0,22.0,1.0,0.883400022983551
2198,,NEW,30749.0,,14.0,,0.0
2209,,NEW,31043.4,,21.0,,0.0
2219,,NEW,31226.6,,17.0,,0.0
2220,,NEW,31227.16,,16.0,,0.0
2221,,NEW,31227.34,,29.0,,0.0
2222,,NEW,31228.74,,19.0,,0.0
2223,,NEW,31229.83,,11.0,,0.0
2224,,NEW,31229.9,,15.0,,0.0
2225,,NEW,31230.8,,17.0,,0.0
2226,1214.0,MATCHED,31232.79,17.0,19.0,2.0,0.8828999996185303
2228,,NEW,31246.8,,20.0,,0.0
2246,,NEW,31627.44,,11.0,,0.0
2248,458.0,MATCHED,31629.36,25.0,26.0,1.0,0.9593999981880188
2249,2208.0,MATCHED,31629.86,69.0,50.0,-19.0,0.9351000189781189
2253,2275.0,MATCHED,31632.0,16.0,18.0,2.0,0.9431999921798706
2255,,NEW,31671.35,,25.0,,0.0
2257,360.0,MATCHED,31672.41,22.0,23.0,1.0,0.8906999826431274
2258,2285.0,MATCHED,31672.44,23.0,25.0,2.0,0.9067999720573425
2259,2930.0,MATCHED,31672.46,27.0,28.0,1.0,0.9584000110626221
2260,,NEW,31674.27,,29.0,,0.0
2262,2960.0,MATCHED,31677.29,10.0,11.0,1.0,0.8079000115394592
2267,3025.0,MATCHED,31698.34,32.0,28.0,-4.0,0.8022000193595886
2270,2094.0,MATCHED,31706.53,29.0,29.0,0.0,0.982699990272522
2271,369.0,MATCHED,31706.81,35.0,35.0,0.0,0.9758999943733215
2272,,NEW,31707.2,,12.0,,0.0
2273,,NEW,31707.54,,20.0,,0.0
2275,2719.0,MATCHED,31709.83,29.0,31.0,2.0,0.9125000238418579
2279,469.0,MATCHED,31780.74,16.0,19.0,3.0,0.8431000113487244
2281,3224.0,MATCHED,31809.5,10.0,10.0,0.0,0.9362000226974487
2294,,NEW,32105.1,,13.0,,0.0
2295,1720.0,MATCHED,32105.36,19.0,20.0,1.0,0.9049000144004822
2300,,NEW,32187.29,,17.0,,0.0
2308,,NEW,32343.94,,12.0,,0.0
2311,,NEW,32398.82,,21.0,,0.0
2313,,NEW,32400.41,,19.0,,0.0
