distance,clock,feature_type,depth,length,width,survey_year,aligned_dist
5184.86,,Girth Weld,,,,2007,4974.915
5202.44,,Above Ground Marker,,,,2007,4993.008828040279
5223.59,,Girth Weld,,,,2007,5014.777
5263.65,,Girth Weld,,,,2007,5051.453
5292.54,06:14:00,Cluster,14.0,2.69,2.22,2007,5080.444419257774
5294.02,05:59:00,Cluster,12.0,1.72,0.69,2007,5081.929614844535
5303.53,,Girth Weld,,,,2007,5091.473
5342.18,03:18:00,Cluster,43.0,6.68,36.53,2007,5121.072160629527
5343.56,,Girth Weld,,,,2007,5122.129
5344.35,09:41:00,Cluster,16.0,2.0,12.63,2007,5122.916833457991
5344.55,02:33:00,Cluster,16.0,1.02,3.67,2007,5123.116284966342
5361.13,06:20:00,Cluster,21.0,4.13,6.03,2007,5139.650815008726
5361.85,06:06:00,metal loss,15.0,0.94,0.55,2007,5140.368840438793
5361.96,06:40:00,metal loss,29.0,1.73,1.14,2007,5140.478538768387
5362.03,07:18:00,Cluster,54.0,4.21,2.14,2007,5140.5483467963095
5362.14,04:39:00,Cluster,28.0,4.5,2.77,2007,5140.658045125903
5362.5,07:01:00,Cluster,40.0,4.68,5.72,2007,5141.017057840937
5362.62,04:50:00,Cluster,13.0,2.05,2.33,2007,5141.136728745948
5363.02,04:26:00,metal loss,32.0,3.31,1.65,2007,5141.535631762653
5363.15,06:46:00,Cluster,19.0,3.37,8.23,2007,5141.665275243081
5363.59,04:21:00,Cluster,37.0,1.91,2.2,2007,5142.104068561456
5364.59,04:25:00,Cluster,35.0,2.35,2.12,2007,5143.101326103216
5365.07,04:23:00,Cluster,22.0,4.85,2.56,2007,5143.58000972326
5365.72,05:34:00,Cluster,59.0,14.66,17.01,2007,5144.228227125405
5365.86,04:43:00,Cluster,11.0,3.59,5.2,2007,5144.367843181251
5379.43,04:36:00,Cluster,40.0,3.78,19.14,2007,5157.900628022937
5383.67,,Girth Weld,,,,2007,5162.129
5423.7,,Girth Weld,,,,2007,5202.421
5446.59,,Girth Weld,,,,2007,5241.112
5447.33,06:42:00,Cluster,12.0,2.09,16.57,2007,5241.855250311954
5458.94,12:40:00,metal loss-manufacturing anomaly,11.0,3.82,1.06,2007,5253.516245071125
5486.66,,Girth Weld,,,,2007,5281.358
5526.72,,Girth Weld,,,,2007,5321.371
5549.67,,Girth Weld,,,,2007,5361.64
5589.75,,Girth Weld,,,,2007,5401.709
5605.04,,Girth Weld,,,,2007,5441.942
5645.08,,Girth Weld,,,,2007,5464.879
5685.11,,Girth Weld,,,,2007,5504.948
5725.11,,Girth Weld,,,,2007,5545.246
5751.59,,Girth Weld,,,,2007,5568.114
5791.63,,Girth Weld,,,,2007,5608.422
5830.69,06:47:00,Cluster,19.0,1.66,6.26,2007,5623.4055761059735
5831.64,,Girth Weld,,,,2007,5623.77
5871.65,,Girth Weld,,,,2007,5663.783
5911.65,,Girth Weld,,,,2007,5704.072
5951.63,,Girth Weld,,,,2007,5744.088
5991.61,,Girth Weld,,,,2007,5770.673
6031.65,,Girth Weld,,,,2007,5810.689
6068.56,,Girth Weld,,,,2007,5850.922
6108.59,,Girth Weld,,,,2007,5890.948
6148.61,,Girth Weld,,,,2007,5931.27
6188.61,,Girth Weld,,,,2007,5971.417
6228.63,,Girth Weld,,,,2007,6011.706
6268.74,,Girth Weld,,,,2007,6051.742
6308.97,,Girth Weld,,,,2007,6088.871
6349.05,,Girth Weld,,,,2007,6128.885
6389.1,,Girth Weld,,,,2007,6169.108
6408.47,,Girth Weld,,,,2007,6209.101
6448.38,,Girth Weld,,,,2007,6249.38
6488.37,,Girth Weld,,,,2007,6289.528
6528.36,,Girth Weld,,,,2007,6329.902
6568.34,,Girth Weld,,,,2007,6370.016
6608.32,,Girth Weld,,,,2007,6410.272
6648.28,,Girth Weld,,,,2007,6429.573
6688.26,,Girth Weld,,,,2007,6469.754
6728.16,,Girth Weld,,,,2007,6509.747
6768.1,,Girth Weld,,,,2007,6549.938
6800.01,,Girth Weld,,,,2007,6589.941
6839.98,,Girth Weld,,,,2007,6630.154
6860.61,,Girth Weld,,,,2007,6670.148
6900.58,,Girth Weld,,,,2007,6710.384
6924.26,12:28:00,metal loss-manufacturing anomaly,14.0,0.59,0.55,2007,6734.039123561781
6925.53,09:45:00,metal loss-manufacturing anomaly,20.0,0.55,0.59,2007,6735.307789394697
6940.56,,Girth Weld,,,,2007,6750.322
6979.62,05:21:00,metal loss,17.0,1.65,2.01,2007,6789.661838677355
6979.64,06:42:00,metal loss,25.0,1.26,3.9,2007,6789.681981963929
6980.48,,Girth Weld,,,,2007,6790.528
7013.31,,Girth Weld,,,,2007,6822.477
7052.36,03:50:00,Cluster,18.0,1.99,5.38,2007,6861.833025287931
7053.25,,Girth Weld,,,,2007,6862.73
7093.24,,Girth Weld,,,,2007,6883.323
7133.2,,Girth Weld,,,,2007,6923.57
7173.17,,Girth Weld,,,,2007,6963.648
7213.06,,Girth Weld,,,,2007,7003.783
7253.1,,Girth Weld,,,,2007,7036.673
7293.07,,Girth Weld,,,,2007,7076.916
7297.32,12:00:00,Tap,,,,2007,7081.163452547453
7299.32,12:00:00,Tap,,,,2007,7083.162253746254
7333.11,,Girth Weld,,,,2007,7116.932
7373.12,,Girth Weld,,,,2007,7157.156
7413.01,,Girth Weld,,,,2007,7197.172
7452.96,,Girth Weld,,,,2007,7237.395
7492.89,,Girth Weld,,,,2007,7277.539
7532.87,,Girth Weld,,,,2007,7317.677
7572.84,,Girth Weld,,,,2007,7357.779
7612.71,,Girth Weld,,,,2007,7398.035
7637.41,09:07:00,metal loss,19.0,1.38,1.18,2007,7422.811200150489
7637.75,09:05:00,metal loss,14.0,1.46,1.53,2007,7423.152249059443
7638.8,09:38:00,Cluster,11.0,3.06,3.46,2007,7424.205488337096
7651.24,06:27:00,Cluster,11.0,3.41,1.38,2007,7436.68386606471
7652.58,,Girth Weld,,,,2007,7438.028
7692.53,,Girth Weld,,,,2007,7478.209
7732.39,,Girth Weld,,,,2007,7518.245
7772.29,,Girth Weld,,,,2007,7558.501
7783.18,,Girth Weld,,,,2007,7598.504
7823.12,,Girth Weld,,,,2007,7638.806
7863.12,,Girth Weld,,,,2007,7678.904
7903.06,,Girth Weld,,,,2007,7719.337
7942.72,,Girth Weld,,,,2007,7759.528
7982.61,,Girth Weld,,,,2007,7799.803
8022.5,,Girth Weld,,,,2007,7810.676
8062.45,,Girth Weld,,,,2007,7850.725
8102.44,,Girth Weld,,,,2007,7890.958
8142.43,,Girth Weld,,,,2007,7931.007
8182.43,,Girth Weld,,,,2007,7971.188
8222.36,,Girth Weld,,,,2007,8011.411
8262.31,,Girth Weld,,,,2007,8051.841
8302.32,,Girth Weld,,,,2007,8091.932
8342.32,,Girth Weld,,,,2007,8132.146
8382.27,,Girth Weld,,,,2007,8172.172
8421.4,06:52:00,metal loss,11.0,0.87,1.1,2007,8211.480796254682
8422.32,,Girth Weld,,,,2007,8212.405
8447.44,,Girth Weld,,,,2007,8252.408
8487.44,,Girth Weld,,,,2007,8292.644
8527.47,,Girth Weld,,,,2007,8332.69
8567.45,,Girth Weld,,,,2007,8372.904
8607.42,,Girth Weld,,,,2007,8412.917
8647.32,,Girth Weld,,,,2007,8453.317
8686.05,,Girth Weld,,,,2007,8478.458
8725.0,04:50:00,Cluster,10.0,3.94,4.61,2007,8517.716321643287
8725.97,,Girth Weld,,,,2007,8518.694
8765.89,,Girth Weld,,,,2007,8558.825
8805.81,,Girth Weld,,,,2007,8598.999
8845.69,,Girth Weld,,,,2007,8638.993
8885.64,,Girth Weld,,,,2007,8679.259
8889.36,10:52:00,metal loss-manufacturing anomaly,13.0,0.47,0.71,2007,8682.868667334671
8889.87,07:07:00,metal loss-manufacturing anomaly,14.0,1.61,0.71,2007,8683.363541082166
8925.56,,Girth Weld,,,,2007,8717.995
8963.32,,Girth Weld,,,,2007,8758.228
9003.4,,Girth Weld,,,,2007,8798.222
9043.4,,Girth Weld,,,,2007,8838.533
9083.38,,Girth Weld,,,,2007,8878.425
9123.35,,Girth Weld,,,,2007,8918.652
9163.29,,Girth Weld,,,,2007,8958.599
9203.22,,Girth Weld,,,,2007,8996.68
9243.19,,Girth Weld,,,,2007,9036.857
9283.21,,Girth Weld,,,,2007,9077.192
9308.18,12:00:00,Tap,,,,2007,9102.15077752809
9323.26,,Girth Weld,,,,2007,9117.224
9363.32,,Girth Weld,,,,2007,9157.484
9403.23,,Girth Weld,,,,2007,9197.477
9408.73,,Bend,,,,2007,9216.752391986063
9414.71,,Girth Weld,,,,2007,9237.71
9454.77,,Girth Weld,,,,2007,9277.759
9471.61,,Girth Weld,,,,2007,9318.015
9473.05,05:15:00,metal loss,10.0,0.71,0.59,2007,9320.836094100436
9492.12,,Girth Weld,,,,2007,9358.196
9532.22,,Girth Weld,,,,2007,9398.517
9572.29,,Girth Weld,,,,2007,9438.609
9612.32,,Girth Weld,,,,2007,9449.938
9652.34,,Girth Weld,,,,2007,9490.161
9688.93,,Girth Weld,,,,2007,9507.274
9728.98,,Girth Weld,,,,2007,9527.835
9768.99,,Girth Weld,,,,2007,9568.114
9773.11,,Bend,,,,2007,9587.869326164877
9777.36,,Girth Weld,,,,2007,9608.248
9792.35,,Girth Weld,,,,2007,9648.55
9832.35,,Girth Weld,,,,2007,9688.684
9869.99,,Girth Weld,,,,2007,9725.354
9910.0,,Girth Weld,,,,2007,9765.423
9949.99,,Girth Weld,,,,2007,9805.614
9989.97,,Girth Weld,,,,2007,9814.134
10029.99,,Girth Weld,,,,2007,9829.226
10070.24,,Girth Weld,,,,2007,9869.36
10110.48,,Girth Weld,,,,2007,9907.32
10123.92,,Girth Weld,,,,2007,9947.346
10163.9,,Girth Weld,,,,2007,9987.592
10202.72,07:11:00,Cluster,13.0,2.65,3.81,2007,10026.356736763237
10203.94,,Girth Weld,,,,2007,10027.575
10243.98,,Girth Weld,,,,2007,10067.785
10284.03,,Girth Weld,,,,2007,10108.022
10324.04,,Girth Weld,,,,2007,10148.504
10364.04,,Girth Weld,,,,2007,10161.969
10384.56,,Girth Weld,,,,2007,10202.014
10392.93,08:22:00,metal loss-manufacturing anomaly,17.0,3.66,0.71,2007,10210.507557142857
10404.26,02:23:00,metal loss-manufacturing anomaly,17.0,3.58,0.63,2007,10222.00480952381
10424.46,,Girth Weld,,,,2007,10242.503
10431.4,,Above Ground Marker,,,,2007,10249.483415396151
10464.47,,Girth Weld,,,,2007,10282.746
10504.41,,Girth Weld,,,,2007,10323.176
10505.17,05:10:00,Cluster,10.0,4.09,13.28,2007,10323.93698775306
10544.42,,Girth Weld,,,,2007,10363.238
10574.38,04:21:00,Cluster,21.0,6.8,5.8,2007,10393.35529
10575.13,04:19:00,Cluster,17.0,6.35,2.87,2007,10394.1092275
10577.51,06:20:00,Cluster,12.0,2.87,1.43,2007,10396.501722500001
10583.42,06:27:00,Cluster,19.0,2.99,2.91,2007,10402.44275
10583.57,03:53:00,metal loss,26.0,1.06,2.28,2007,10402.5935375
10584.42,,Girth Weld,,,,2007,10403.448
10618.52,12:00:00,Tap,,,,2007,10420.877457364342
10620.51,12:00:00,Tap,,,,2007,10421.894601650414
10624.41,,Girth Weld,,,,2007,10423.888
10664.32,,Girth Weld,,,,2007,10464.101
10704.25,,Girth Weld,,,,2007,10504.114
10742.98,,Girth Weld,,,,2007,10544.373
10743.51,05:18:00,Cluster,23.0,2.6,2.39,2007,10545.447686423506
10762.72,,Girth Weld,,,,2007,10584.4
10802.85,,Girth Weld,,,,2007,10624.797
10842.83,,Girth Weld,,,,2007,10664.734
10882.82,,Girth Weld,,,,2007,10705.0
10922.74,,Girth Weld,,,,2007,10744.993
10962.69,,Girth Weld,,,,2007,10783.993
11002.66,,Girth Weld,,,,2007,10803.701
11042.63,,Girth Weld,,,,2007,10844.173
11046.93,03:25:00,metal loss-manufacturing anomaly,12.0,0.63,0.75,2007,10848.482574681013
11082.6,,Girth Weld,,,,2007,10884.232
11122.54,,Girth Weld,,,,2007,10924.511
11162.41,,Girth Weld,,,,2007,10964.505
11202.37,,Girth Weld,,,,2007,11004.708
11242.31,,Girth Weld,,,,2007,11044.678
11282.22,,Girth Weld,,,,2007,11084.888
11322.21,,Girth Weld,,,,2007,11124.872
11362.19,,Girth Weld,,,,2007,11165.039
11402.14,,Girth Weld,,,,2007,11204.957
11442.11,,Girth Weld,,,,2007,11245.148
11482.02,,Girth Weld,,,,2007,11285.151
11521.94,,Girth Weld,,,,2007,11325.331
11561.92,,Girth Weld,,,,2007,11365.348
11601.23,,Girth Weld,,,,2007,11405.538
11641.02,,Girth Weld,,,,2007,11445.617
11680.96,,Girth Weld,,,,2007,11485.909
11720.88,,Girth Weld,,,,2007,11525.978
11760.82,,Girth Weld,,,,2007,11566.211
11800.88,,Girth Weld,,,,2007,11606.348
11840.74,,Girth Weld,,,,2007,11645.869
11880.7,,Girth Weld,,,,2007,11685.709
11920.74,,Girth Weld,,,,2007,11725.919
11960.71,,Girth Weld,,,,2007,11765.915
12000.69,,Girth Weld,,,,2007,11806.148
12040.63,,Girth Weld,,,,2007,11846.276
12080.55,,Girth Weld,,,,2007,11886.519
12120.5,,Girth Weld,,,,2007,11926.588
12160.45,,Girth Weld,,,,2007,11966.814
12180.29,10:32:00,metal loss-manufacturing anomaly,13.0,3.78,1.46,2007,11986.675851314143
12200.4,,Girth Weld,,,,2007,12006.808
12240.32,,Girth Weld,,,,2007,12047.041
12280.29,,Girth Weld,,,,2007,12087.001
12320.26,,Girth Weld,,,,2007,12127.215
12360.22,,Girth Weld,,,,2007,12167.185
12381.12,05:02:00,metal loss-manufacturing anomaly,20.0,3.66,2.68,2007,12192.273110447763
12393.72,,Girth Weld,,,,2007,12207.398
12433.63,,Girth Weld,,,,2007,12247.411
12473.56,,Girth Weld,,,,2007,12287.733
12513.51,,Girth Weld,,,,2007,12327.999
12553.39,,Girth Weld,,,,2007,12368.301
12581.14,,Girth Weld,,,,2007,12408.337
12621.19,,Girth Weld,,,,2007,12442.031
12627.69,,Bend,,,,2007,12461.661392156862
12634.45,,Girth Weld,,,,2007,12482.077
12663.2,,Girth Weld,,,,2007,12522.172
12703.06,,Girth Weld,,,,2007,12562.185
12742.98,,Girth Weld,,,,2007,12602.411
12782.96,,Girth Weld,,,,2007,12630.131
12822.92,,Girth Weld,,,,2007,12670.335
12862.87,,Girth Weld,,,,2007,12683.547
12902.81,,Girth Weld,,,,2007,12712.287
12942.84,,Girth Weld,,,,2007,12752.3
12982.69,,Girth Weld,,,,2007,12792.523
13018.42,,Girth Weld,,,,2007,12832.559
13058.31,,Girth Weld,,,,2007,12872.74
13098.3,,Girth Weld,,,,2007,12912.874
13138.29,,Girth Weld,,,,2007,12952.946
13138.89,04:05:00,metal loss,33.0,5.51,0.63,2007,12953.546690172541
13138.9,04:35:00,Cluster,34.0,8.47,25.13,2007,12953.556701675418
13139.11,03:15:00,metal loss,11.0,0.98,1.77,2007,12953.766943235809
13178.28,,Girth Weld,,,,2007,12992.982
13218.22,,Girth Weld,,,,2007,13033.13
13258.21,,Girth Weld,,,,2007,13068.868
13298.08,,Girth Weld,,,,2007,13109.101
13338.04,,Girth Weld,,,,2007,13149.108
13378.0,,Girth Weld,,,,2007,13189.386
13385.85,,Bend,,,,2007,13210.232226790453
13393.08,,Girth Weld,,,,2007,13229.432
13393.85,11:48:00,Cluster,14.0,2.52,8.15,2007,13230.205290104948
13433.1,,Girth Weld,,,,2007,13269.623
13473.1,,Girth Weld,,,,2007,13309.705
13513.06,,Girth Weld,,,,2007,13349.895
13553.08,,Girth Weld,,,,2007,13389.898
13593.14,,Girth Weld,,,,2007,13430.112
13630.69,,Girth Weld,,,,2007,13445.292
13669.57,,Girth Weld,,,,2007,13485.449
13709.48,,Girth Weld,,,,2007,13525.659
13733.76,,Girth Weld,,,,2007,13565.719
13773.69,,Girth Weld,,,,2007,13606.043
13813.67,,Girth Weld,,,,2007,13646.132
13836.19,10:39:00,metal loss-manufacturing anomaly,14.0,0.83,0.87,2007,13667.484609152289
13853.66,,Girth Weld,,,,2007,13684.049
13893.67,,Girth Weld,,,,2007,13723.045
13933.62,,Girth Weld,,,,2007,13763.258
13944.89,,Girth Weld,,,,2007,13787.523
13984.76,,Girth Weld,,,,2007,13827.74
14011.82,,Girth Weld,,,,2007,13867.785
14019.21,,Bend,,,,2007,13887.996398639452
14026.52,,Girth Weld,,,,2007,13907.989
14039.38,,Girth Weld,,,,2007,13948.045
14079.39,,Girth Weld,,,,2007,13988.238
14119.36,,Girth Weld,,,,2007,13999.413
14159.41,,Girth Weld,,,,2007,14039.659
14166.84,,Bend,,,,2007,14053.338169721657
14174.14,,Girth Weld,,,,2007,14066.778
14196.75,,Girth Weld,,,,2007,14081.283
14236.85,,Girth Weld,,,,2007,14094.098
14277.08,,Girth Weld,,,,2007,14134.386
14317.04,,Girth Weld,,,,2007,14174.39
14356.99,,Girth Weld,,,,2007,14214.583
14397.0,,Girth Weld,,,,2007,14230.112
14437.0,,Girth Weld,,,,2007,14252.726
14477.02,,Girth Weld,,,,2007,14292.874
14516.97,,Girth Weld,,,,2007,14333.281
14557.02,,Girth Weld,,,,2007,14373.33
14597.01,,Girth Weld,,,,2007,14413.576
14637.01,,Girth Weld,,,,2007,14453.602
14677.04,,Girth Weld,,,,2007,14493.891
14683.91,,Girth Weld,,,,2007,14533.983
14721.78,,Girth Weld,,,,2007,14574.216
14751.47,,Girth Weld,,,,2007,14614.327
14757.51,,Girth Weld,,,,2007,14654.652
14797.06,,Girth Weld,,,,2007,14694.688
14837.09,,Girth Weld,,,,2007,14734.944
14877.13,,Girth Weld,,,,2007,14741.844
14883.11,,Girth Weld,,,,2007,14779.826
14902.3,,Girth Weld,,,,2007,14809.695
14928.01,01:11:00,metal loss,26.0,0.91,0.94,2007,14813.600185854026
14928.2,01:07:00,Cluster,10.0,1.57,3.31,2007,14813.629045648357
14942.17,,Girth Weld,,,,2007,14815.751
14943.65,06:08:00,Cluster,14.0,3.23,2.16,2007,14821.319288973382
14944.39,05:00:00,Cluster,13.0,4.16,3.35,2007,14824.103433460074
14944.44,06:48:00,Cluster,14.0,7.08,6.14,2007,14824.2915513308
14945.17,,Area Start Installation,,,,2007,14827.038072243346
14945.2,04:46:00,Cluster,10.0,8.15,6.03,2007,14827.150942965782
14946.03,03:00:00,Tap,,,,2007,14830.273699619773
14947.44,,Valve,,,,2007,14835.578623574145
14948.96,04:44:00,Cluster,14.0,5.27,8.84,2007,14841.297406844102
14949.71,,Area End Installation,,,,2007,14844.119174904938
14950.79,05:04:00,Cluster,15.0,3.43,3.5,2007,14848.182520912549
14951.13,03:51:00,Cluster,25.0,6.48,10.52,2007,14849.461722433456
14952.69,,Girth Weld,,,,2007,14855.331
14952.76,05:46:00,metal loss,31.0,0.98,4.09,2007,14855.544226686883
14965.88,,Girth Weld,,,,2007,14895.509
15005.81,,Girth Weld,,,,2007,14935.623
15034.27,08:57:00,metal loss,11.0,0.71,0.67,2007,14939.939029544317
15036.01,08:37:00,Cluster,13.0,3.04,3.31,2007,14940.202904857286
15045.75,,Girth Weld,,,,2007,14941.68
15054.15,05:18:00,Cluster,15.0,5.14,5.32,2007,14945.720250563769
15066.49,03:09:00,metal loss,12.0,1.1,1.02,2007,14951.65557103483
15072.99,08:29:00,metal loss,14.0,0.75,0.59,2007,14954.781955399649
15074.18,09:28:00,metal loss,18.0,0.71,0.71,2007,14955.354324229516
15075.24,09:16:00,Cluster,29.0,4.66,2.95,2007,14955.864165372088
15075.83,09:38:00,metal loss,22.0,0.71,0.71,2007,14956.147944875971
15078.28,09:17:00,metal loss,11.0,0.71,0.79,2007,14957.326351290403
15078.58,09:18:00,Cluster,25.0,3.47,1.28,2007,14957.470645953395
15084.72,03:44:00,Cluster,18.0,1.81,6.3,2007,14960.423876722625
15085.66,,Girth Weld,,,,2007,14960.876
15086.39,03:12:00,Cluster,19.0,4.32,10.74,2007,14961.61220225564
15125.56,,Girth Weld,,,,2007,15001.115
15165.45,,Girth Weld,,,,2007,15004.098
15205.28,,Girth Weld,,,,2007,15008.737
15244.57,,Girth Weld,,,,2007,15011.617
15255.45,,Girth Weld,,,,2007,15024.764
15265.43,,Girth Weld,,,,2007,15065.039
15270.01,,Bend,,,,2007,15084.392522703276
15274.9,,Girth Weld,,,,2007,15105.056
15275.68,04:48:00,metal loss,10.0,2.09,0.71,2007,15106.947135623872
15291.49,,Girth Weld,,,,2007,15145.279
15295.9,,Bend,,,,2007,15165.916462077013
15300.06,,Girth Weld,,,,2007,15185.384
15320.52,,Girth Weld,,,,2007,15225.486
15326.71,,Bend,,,,2007,15245.421896690876
15332.91,,Girth Weld,,,,2007,15265.39
15345.69,04:20:00,metal loss,24.0,2.05,6.02,2007,15304.294720554275
15345.9,,Girth Weld,,,,2007,15304.934
15350.31,,Bend,,,,2007,15310.264050884954
15354.94,,Girth Weld,,,,2007,15315.86
15357.47,05:03:00,metal loss,16.0,1.1,1.18,2007,15317.971438493723
15366.89,,Girth Weld,,,,2007,15325.833
15406.87,,Area Start Installation,,,,2007,15331.043735382604
15412.8,,Valve,,,,2007,15331.816613342055
15418.18,,Area End Installation,,,,2007,15332.517807848268
15433.66,09:43:00,metal loss-manufacturing anomaly,20.0,0.51,0.71,2007,15334.535371223023
15443.34,,Girth Weld,,,,2007,15335.797
15483.48,,Girth Weld,,,,2007,15352.431
15523.62,,Girth Weld,,,,2007,15360.951
15563.57,,Girth Weld,,,,2007,15381.522
15564.27,04:49:00,Cluster,24.0,2.72,2.28,2007,15381.735305847078
15603.59,,Girth Weld,,,,2007,15393.717
15643.63,,Girth Weld,,,,2007,15406.719
15683.66,,Girth Weld,,,,2007,15416.299
15720.98,,Above Ground Marker,,,,2007,15427.43432466233
15723.64,,Girth Weld,,,,2007,15428.228
15763.51,,Girth Weld,,,,2007,15468.432
15803.52,,Girth Weld,,,,2007,15480.758
15838.3,,Girth Weld,,,,2007,15506.161
15878.27,,Girth Weld,,,,2007,15546.545
15918.28,,Girth Weld,,,,2007,15586.683
15957.99,03:57:00,metal loss,10.0,0.75,0.83,2007,15626.547559880239
15958.36,,Girth Weld,,,,2007,15626.919
15998.39,,Girth Weld,,,,2007,15666.955
16000.75,07:30:00,metal loss-manufacturing anomaly,16.0,0.71,0.59,2007,15669.34097893681
16017.19,07:29:00,metal loss-manufacturing anomaly,10.0,0.79,0.71,2007,15685.961950852557
16038.27,,Girth Weld,,,,2007,15707.274
16077.27,,Girth Weld,,,,2007,15747.346
16117.25,,Girth Weld,,,,2007,15787.569
16157.19,,Girth Weld,,,,2007,15827.546
16197.17,,Girth Weld,,,,2007,15867.799
16237.12,,Girth Weld,,,,2007,15902.585
16277.12,,Girth Weld,,,,2007,15942.841
16317.11,,Girth Weld,,,,2007,15982.999
16357.03,,Girth Weld,,,,2007,16023.343
16397.04,,Girth Weld,,,,2007,16063.399
16436.07,04:55:00,metal loss,10.0,0.94,0.67,2007,16102.716589473686
16436.94,,Girth Weld,,,,2007,16103.593
16476.79,,Girth Weld,,,,2007,16142.612
16509.36,04:54:00,Cluster,35.0,4.56,11.58,2007,16175.500770212764
16509.87,06:37:00,metal loss,10.0,1.81,2.09,2007,16176.015761702125
16515.7,06:39:00,Cluster,20.0,3.48,16.19,2007,16181.902821276595
16516.74,,Girth Weld,,,,2007,16182.953
16556.75,,Girth Weld,,,,2007,16223.068
16595.76,08:17:00,metal loss,14.0,2.84,0.71,2007,16262.391133533381
16596.74,,Girth Weld,,,,2007,16263.379
16597.57,06:29:00,metal loss,12.0,1.61,0.79,2007,16264.209539365158
16597.57,04:50:00,metal loss,10.0,1.69,8.19,2007,16264.209539365158
16636.75,,Girth Weld,,,,2007,16303.415
16676.68,,Girth Weld,,,,2007,16343.671
16677.37,02:26:00,Cluster,18.0,4.88,24.86,2007,16344.3620180045
16716.67,,Girth Weld,,,,2007,16383.72
16756.66,,Girth Weld,,,,2007,16423.845
16756.69,03:15:00,Cluster,12.0,4.25,3.86,2007,16423.875034508626
16796.65,,Girth Weld,,,,2007,16463.881
16836.6,,Girth Weld,,,,2007,16504.062
16876.6,,Girth Weld,,,,2007,16544.022
16916.54,,Girth Weld,,,,2007,16584.232
16956.5,,Girth Weld,,,,2007,16624.281
16996.43,,Girth Weld,,,,2007,16664.528
17036.34,,Girth Weld,,,,2007,16704.583
17076.33,,Girth Weld,,,,2007,16744.787
17116.51,,Girth Weld,,,,2007,16784.813
17156.73,,Girth Weld,,,,2007,16825.059
17168.55,,Girth Weld,,,,2007,16865.062
17208.55,,Girth Weld,,,,2007,16905.285
17248.47,,Girth Weld,,,,2007,16945.256
17288.47,,Girth Weld,,,,2007,16985.469
17328.45,,Girth Weld,,,,2007,17025.594
17368.47,,Girth Weld,,,,2007,17065.837
17408.48,,Girth Weld,,,,2007,17105.866
17448.47,,Girth Weld,,,,2007,17146.165
17488.39,,Girth Weld,,,,2007,17186.398
17528.3,,Girth Weld,,,,2007,17226.864
17533.11,,Bend,,,,2007,17232.651594731513
17538.17,,Girth Weld,,,,2007,17238.74
17563.11,,Girth Weld,,,,2007,17279.029
17594.37,,Girth Weld,,,,2007,17319.173
17634.32,,Girth Weld,,,,2007,17359.475
17674.36,,Girth Weld,,,,2007,17399.534
17714.28,,Girth Weld,,,,2007,17439.767
17754.25,,Girth Weld,,,,2007,17479.882
17794.26,,Girth Weld,,,,2007,17520.125
17834.32,,Girth Weld,,,,2007,17560.295
17865.98,,Girth Weld,,,,2007,17600.659
17906.01,,Girth Weld,,,,2007,17610.689
17945.98,,Girth Weld,,,,2007,17635.728
17986.04,,Girth Weld,,,,2007,17666.975
18017.29,,Girth Weld,,,,2007,17707.08
18057.24,,Girth Weld,,,,2007,17747.208
18097.15,,Girth Weld,,,,2007,17787.395
18137.09,,Girth Weld,,,,2007,17827.441
18175.87,04:24:00,Cluster,20.0,4.97,6.79,2007,17866.43687662989
18175.91,06:45:00,metal loss,18.0,0.87,0.59,2007,17866.477099297896
18175.92,05:58:00,metal loss,23.0,0.87,0.87,2007,17866.487154964892
18176.97,,Girth Weld,,,,2007,17867.543
18185.18,,Girth Weld,,,,2007,17907.723
18186.01,06:02:00,metal loss,14.0,1.1,3.42,2007,17908.38465642179
18225.2,,Girth Weld,,,,2007,17939.626
18265.17,,Girth Weld,,,,2007,17979.724
18305.11,,Girth Weld,,,,2007,18019.915
18344.97,,Girth Weld,,,,2007,18059.957
18385.01,,Girth Weld,,,,2007,18091.391
18425.12,,Girth Weld,,,,2007,18131.467
18465.18,,Girth Weld,,,,2007,18171.549
18499.75,,Girth Weld,,,,2007,18211.552
18539.81,,Girth Weld,,,,2007,18251.742
18579.7,,Girth Weld,,,,2007,18259.869
18619.65,,Girth Weld,,,,2007,18299.987
18659.65,,Girth Weld,,,,2007,18340.072
18699.62,,Girth Weld,,,,2007,18380.148
18739.64,,Girth Weld,,,,2007,18420.135
18779.65,,Girth Weld,,,,2007,18460.197
18814.52,07:23:00,Cluster,67.0,1.88,3.5,2007,18500.26224266591
18814.76,,Girth Weld,,,,2007,18500.538
18820.48,,Bend,,,,2007,18519.66610016694
18826.74,,Girth Weld,,,,2007,18540.6
18866.81,,Girth Weld,,,,2007,18575.387
18906.55,,Girth Weld,,,,2007,18615.469
18911.82,12:00:00,Tap,,,,2007,18620.73847365793
18946.6,,Girth Weld,,,,2007,18655.515
18976.77,,Girth Weld,,,,2007,18695.433
19016.74,,Girth Weld,,,,2007,18735.61
19056.8,,Girth Weld,,,,2007,18775.646
19096.84,,Girth Weld,,,,2007,18815.804
19136.92,,Girth Weld,,,,2007,18855.794
19176.92,,Girth Weld,,,,2007,18891.201
19216.29,,Girth Weld,,,,2007,18903.533
19256.28,,Girth Weld,,,,2007,18943.615
