distance,clock,feature_type,depth,length,width,survey_year
14947.283,11:07:00,Metal Loss,15.0,1.4,1.9,2022
14947.484,10:07:00,Metal Loss,13.0,1.0,0.7,2022
14947.723,09:00:00,Metal Loss,12.0,3.5,1.8,2022
14947.89,09:48:00,Metal Loss,11.0,1.8,1.0,2022
14948.015,02:13:00,Metal Loss,14.0,0.9,0.3,2022
14948.491,01:39:00,Metal Loss,16.0,5.7,1.5,2022
14949.508,07:35:00,Metal Loss,11.0,7.1,2.8,2022
14951.909,01:39:00,Metal Loss,11.0,3.3,0.7,2022
14954.888,08:38:00,Metal Loss,13.0,4.4,2.6,2022
14955.991,06:57:00,Metal Loss,18.0,7.1,3.0,2022
14956.581,08:38:00,Metal Loss,18.0,1.6,1.7,2022
14957.149,01:37:00,Metal Loss,12.0,1.9,0.7,2022
14957.359,08:38:00,Metal Loss,16.0,1.3,1.9,2022
14958.143,08:42:00,Metal Loss,13.0,2.8,2.6,2022
14958.461,09:00:00,Metal Loss,16.0,4.8,1.4,2022
14958.629,08:26:00,Metal Loss,12.0,4.4,3.0,2022
14960.876,,Girth Weld,,,,2022
14963.146,09:53:00,Metal Loss,13.0,0.7,1.0,2022
14966.444,10:21:00,Metal Loss,16.0,0.9,0.9,2022
14968.455,11:20:00,Metal Loss,13.0,3.0,3.4,2022
14968.914,11:35:00,Metal Loss,15.0,0.6,1.0,2022
14972.513,12:44:00,Metal Loss,20.0,6.0,5.4,2022
14973.848,09:49:00,Metal Loss,16.0,4.3,3.0,2022
14974.695,12:24:00,Metal Loss,14.0,29.0,8.0,2022
14974.774,09:52:00,Metal Loss,12.0,3.1,1.7,2022
14975.968,09:55:00,Metal Loss,14.0,1.9,0.9,2022
14976.512,09:59:00,Metal Loss,15.0,1.7,1.3,2022
14986.696,12:40:00,Metal Loss,26.0,9.5,5.4,2022
14996.519,12:00:00,Attachment,,,,2022
15001.115,,Girth Weld,,,,2022
15002.497,05:50:00,Metal Loss,16.0,5.7,5.3,2022
15003.743,04:25:00,Metal Loss,25.0,9.3,3.1,2022
15004.098,,Girth Weld,,,,2022
15004.898,03:00:00,Tap,,,,2022
15006.44,,Valve,,,,2022
15007.575,05:51:00,Metal Loss,26.0,9.8,6.3,2022
15007.71,03:00:00,Tap,,,,2022
15007.881,04:01:00,Metal Loss,25.0,3.7,3.9,2022
15008.602,03:48:00,Metal Loss,20.0,22.9,5.1,2022
15008.737,,Girth Weld,,,,2022
15011.601,03:16:00,Metal Loss,22.0,33.8,15.3,2022
15011.617,,Girth Weld,,,,2022
15011.621,,Start Repair Marker,,,,2022
15012.484,05:38:00,Metal Loss,12.0,10.0,3.9,2022
15013.576,06:09:00,Metal Loss,14.0,4.8,2.7,2022
15014.511,06:00:00,Attachment,,,,2022
15014.764,,End Repair Marker,,,,2022
15015.243,12:00:00,Attachment,,,,2022
15020.738,09:41:00,Metal Loss,12.0,7.5,3.2,2022
15021.631,10:11:00,Metal Loss,12.0,9.4,3.0,2022
15024.764,,Girth Weld,,,,2022
15029.964,07:04:00,Metal Loss,12.0,4.4,2.4,2022
15033.583,,Field Bend,,,,2022
15033.681,02:45:00,Metal Loss,14.0,5.3,2.8,2022
15034.436,02:51:00,Metal Loss,18.0,3.2,2.0,2022
15049.265,05:04:00,Metal Loss,11.0,5.8,3.7,2022
15052.946,01:37:00,Metal Loss,27.0,19.8,4.3,2022
15053.599,08:47:00,Metal Loss,13.0,2.6,1.0,2022
15055.164,01:08:00,Metal Loss,15.0,6.8,5.0,2022
15064.019,06:43:00,Metal Loss,15.0,2.1,1.4,2022
15064.17,03:25:00,Metal Loss,17.0,0.8,3.6,2022
15064.196,04:52:00,Metal Loss,17.0,2.0,1.4,2022
15064.206,07:33:00,Metal Loss,15.0,2.3,1.0,2022
15064.219,02:16:00,Metal Loss,13.0,1.6,2.1,2022
15064.249,04:23:00,Metal Loss,13.0,1.3,0.7,2022
15064.925,02:29:00,Metal Loss,12.0,2.6,3.3,2022
15065.039,,Girth Weld,,,,2022
15065.643,08:53:00,Metal Loss,16.0,3.8,3.8,2022
15065.771,12:22:00,Metal Loss,22.0,1.5,2.2,2022
15086.227,07:45:00,Metal Loss,17.0,1.9,2.2,2022
15087.602,07:26:00,Metal Loss,13.0,0.9,0.7,2022
15088.412,08:01:00,Metal Loss,27.0,42.6,8.3,2022
15092.165,07:48:00,Metal Loss,41.0,53.2,12.3,2022
15097.29,03:11:00,Metal Loss,23.0,3.3,2.6,2022
15098.202,08:32:00,Metal Loss,31.0,15.3,7.6,2022
15099.035,,Field Bend,,,,2022
15101.07,09:23:00,Metal Loss,24.0,12.4,5.5,2022
15101.519,01:46:00,Metal Loss,12.0,2.3,1.3,2022
15101.909,02:20:00,Metal Loss,11.0,2.4,1.3,2022
15102.333,09:13:00,Metal Loss,15.0,1.5,1.9,2022
15103.251,09:23:00,Metal Loss,15.0,1.7,2.2,2022
15103.934,09:43:00,Metal Loss,16.0,6.3,3.6,2022
15105.056,,Girth Weld,,,,2022
15107.703,08:23:00,Metal Loss,14.0,2.2,1.5,2022
15108.271,08:51:00,Metal Loss,12.0,3.1,1.7,2022
15109.157,03:33:00,Metal Loss,32.0,5.6,7.3,2022
15111.919,08:32:00,Metal Loss,13.0,3.6,1.8,2022
15113.386,05:07:00,Metal Loss,29.0,15.4,8.8,2022
15113.694,11:43:00,Metal Loss,12.0,6.5,2.0,2022
15115.154,09:36:00,Metal Loss,16.0,9.9,4.8,2022
15115.479,11:53:00,Metal Loss,34.0,24.7,10.4,2022
15125.791,03:35:00,Metal Loss,21.0,10.7,7.9,2022
15126.122,01:51:00,Metal Loss,32.0,1.9,1.4,2022
15132.32,06:21:00,Metal Loss,16.0,2.6,2.2,2022
15132.484,07:45:00,Metal Loss,40.0,10.3,4.3,2022
15133.015,06:13:00,Metal Loss,13.0,2.6,3.1,2022
15133.648,,Start Sleeve,,,,2022
15139.38,,End Sleeve,,,,2022
15140.361,06:19:00,Metal Loss,16.0,5.5,5.0,2022
15144.206,03:32:00,Metal Loss,21.0,6.0,7.6,2022
15144.551,02:29:00,Metal Loss,19.0,0.8,0.3,2022
15145.279,,Girth Weld,,,,2022
15146.073,10:56:00,Metal Loss,23.0,2.6,4.5,2022
15146.138,03:40:00,Metal Loss,10.0,4.7,3.6,2022
15161.493,11:36:00,Metal Loss,14.0,3.4,1.9,2022
15185.384,,Girth Weld,,,,2022
15211.401,08:33:00,Metal Loss,13.0,3.3,2.4,2022
15224.154,04:14:00,Metal Loss,23.0,7.4,6.1,2022
15224.472,01:58:00,Metal Loss,22.0,25.2,18.5,2022
15225.486,,Girth Weld,,,,2022
15226.306,02:39:00,Metal Loss,18.0,3.1,3.5,2022
15226.89,12:49:00,Metal Loss,10.0,5.0,1.3,2022
15227.805,12:52:00,Metal Loss,14.0,5.1,2.2,2022
15242.231,12:57:00,Metal Loss,17.0,31.3,3.7,2022
15265.39,,Girth Weld,,,,2022
15302.343,05:01:00,Metal Loss,19.0,2.3,2.9,2022
15303.015,05:36:00,Metal Loss,14.0,1.3,0.7,2022
15303.068,06:22:00,Metal Loss,14.0,1.1,0.3,2022
15303.891,07:39:00,Metal Loss,19.0,5.4,7.0,2022
15304.934,,Girth Weld,,,,2022
15314.633,07:54:00,Metal Loss,16.0,10.7,4.8,2022
15315.226,04:44:00,Metal Loss,15.0,9.5,8.2,2022
15315.322,02:48:00,Metal Loss,14.0,2.9,1.7,2022
15315.86,,Girth Weld,,,,2022
15325.833,,Girth Weld,,,,2022
15330.761,,Bend,,,,2022
15335.797,,Girth Weld,,,,2022
15352.431,,Girth Weld,,,,2022
15356.755,,Bend,,,,2022
15360.951,,Girth Weld,,,,2022
15381.522,,Girth Weld,,,,2022
15383.114,05:49:00,Metal Loss,32.0,1.3,2.6,2022
15387.631,,Bend,,,,2022
15393.717,,Girth Weld,,,,2022
15405.932,02:02:00,Metal Loss,16.0,2.8,2.2,2022
15406.063,03:47:00,Metal Loss,14.0,6.4,2.6,2022
15406.719,,Girth Weld,,,,2022
15411.47,,Bend,,,,2022
15416.299,,Girth Weld,,,,2022
15418.435,06:44:00,Metal Loss,13.0,1.6,1.7,2022
15418.609,10:40:00,Metal Loss,15.0,2.2,1.7,2022
15418.848,05:14:00,Metal Loss,25.0,1.7,1.3,2022
15418.888,07:02:00,Metal Loss,12.0,1.5,1.0,2022
15428.228,,Girth Weld,,,,2022
15459.327,,Field Bend,,,,2022
15468.432,,Girth Weld,,,,2022
15474.593,,Valve,,,,2022
15480.758,,Girth Weld,,,,2022
15506.161,,Girth Weld,,,,2022
15546.375,06:28:00,Metal Loss,13.0,8.5,4.6,2022
15546.545,,Girth Weld,,,,2022
15546.969,08:02:00,Metal Loss,14.0,24.6,7.8,2022
15547.014,03:04:00,Metal Loss,16.0,5.8,4.9,2022
15548.533,06:30:00,Metal Loss,12.0,1.6,2.0,2022
15586.683,,Girth Weld,,,,2022
15626.919,,Girth Weld,,,,2022
15627.723,04:54:00,Metal Loss,22.0,2.8,1.9,2022
15659.183,,Field Bend,,,,2022
15666.955,,Girth Weld,,,,2022
15707.274,,Girth Weld,,,,2022
15723.806,,Field Bend,,,,2022
15739.905,,Field Bend,,,,2022
15747.346,,Girth Weld,,,,2022
15784.055,,AGM,,,,2022
15787.569,,Girth Weld,,,,2022
15827.546,,Girth Weld,,,,2022
15867.799,,Girth Weld,,,,2022
15902.585,,Girth Weld,,,,2022
15906.217,07:18:00,Metal Loss,10.0,3.7,2.7,2022
15942.841,,Girth Weld,,,,2022
15961.463,03:14:00,Metal Loss,11.0,3.6,1.0,2022
15964.688,03:11:00,Metal Loss,13.0,3.4,1.1,2022
15965.568,03:13:00,Metal Loss,14.0,3.7,1.4,2022
15968.816,03:06:00,Metal Loss,10.0,8.2,3.4,2022
15982.999,,Girth Weld,,,,2022
15995.328,08:02:00,Metal Loss,10.0,7.9,3.2,2022
15996.385,07:55:00,Metal Loss,13.0,11.1,5.2,2022
15998.465,08:09:00,Metal Loss,12.0,13.7,3.7,2022
16019.547,08:14:00,Metal Loss,12.0,8.3,2.2,2022
16021.25,08:12:00,Metal Loss,14.0,7.8,1.8,2022
16023.343,,Girth Weld,,,,2022
16023.944,06:01:00,Metal Loss,16.0,4.6,3.3,2022
16050.413,,Field Bend,,,,2022
16063.399,,Girth Weld,,,,2022
16065.86,07:30:00,Metal Loss,24.0,1.8,1.5,2022
16082.477,07:26:00,Metal Loss,18.0,0.6,0.9,2022
16103.593,,Girth Weld,,,,2022
16142.612,,Girth Weld,,,,2022
16182.953,,Girth Weld,,,,2022
16215.495,,Field Bend,,,,2022
16223.068,,Girth Weld,,,,2022
16229.613,,Field Bend,,,,2022
16263.379,,Girth Weld,,,,2022
16303.415,,Girth Weld,,,,2022
16343.671,,Girth Weld,,,,2022
16383.72,,Girth Weld,,,,2022
16422.142,04:30:00,Metal Loss,21.0,3.5,2.4,2022
16423.845,,Girth Weld,,,,2022
16463.881,,Girth Weld,,,,2022
16502.995,05:21:00,Metal Loss,17.0,3.7,3.1,2022
16504.062,,Girth Weld,,,,2022
16504.396,08:13:00,Metal Loss,12.0,5.5,2.4,2022
16504.633,06:56:00,Metal Loss,25.0,10.8,7.3,2022
16504.767,05:00:00,Metal Loss,15.0,6.4,10.1,2022
16544.022,,Girth Weld,,,,2022
16575.932,05:16:00,Metal Loss,20.0,24.2,19.2,2022
16582.897,07:54:00,Metal Loss,26.0,14.6,10.4,2022
16583.117,06:24:00,Metal Loss,19.0,4.4,3.8,2022
16583.225,03:18:00,Metal Loss,14.0,11.1,10.6,2022
16583.271,09:35:00,Metal Loss,24.0,2.5,3.3,2022
16583.294,04:47:00,Metal Loss,17.0,5.3,3.2,2022
16584.232,,Girth Weld,,,,2022
16590.797,10:56:00,Seam Weld Manufacturing Anomaly,,26.8,,2022
16624.281,,Girth Weld,,,,2022
16663.432,07:01:00,Metal Loss,20.0,5.6,4.7,2022
16663.53,04:28:00,Metal Loss,21.0,2.2,2.5,2022
16664.528,,Girth Weld,,,,2022
16665.262,06:55:00,Metal Loss,15.0,2.4,2.1,2022
16704.583,,Girth Weld,,,,2022
16743.415,,Start Repair Marker,,,,2022
16743.871,07:46:00,Metal Loss,24.0,2.2,2.7,2022
16743.967,03:39:00,Metal Loss,23.0,2.0,2.2,2022
16744.035,01:40:00,Metal Loss,15.0,1.9,2.5,2022
16744.787,,Girth Weld,,,,2022
16744.787,,Start Repair Marker,,,,2022
16744.787,,Start Composite Wrap,,,,2022
16744.872,04:12:00,Metal Loss,34.0,0.7,1.9,2022
16745.39,04:34:00,Metal Loss,29.0,8.6,15.1,2022
16745.561,01:46:00,Metal Loss,22.0,1.2,1.7,2022
16746.214,,End Composite Wrap,,,,2022
16746.388,,End Repair Marker,,,,2022
16746.421,,End Repair Marker,,,,2022
16784.813,,Girth Weld,,,,2022
16824.321,03:23:00,Metal Loss,20.0,18.5,6.8,2022
16824.8,06:05:00,Metal Loss,20.0,2.6,3.5,2022
16825.059,,Girth Weld,,,,2022
16825.289,05:04:00,Metal Loss,14.0,10.9,5.9,2022
16865.062,,Girth Weld,,,,2022
16905.285,,Girth Weld,,,,2022
16945.256,,Girth Weld,,,,2022
16978.402,11:32:00,Metal Loss,15.0,3.9,1.7,2022
16985.469,,Girth Weld,,,,2022
17018.274,,Field Bend,,,,2022
17025.594,,Girth Weld,,,,2022
17065.837,,Girth Weld,,,,2022
17105.866,,Girth Weld,,,,2022
17146.165,,Girth Weld,,,,2022
17160.518,,AGM,,,,2022
17186.398,,Girth Weld,,,,2022
17226.864,,Girth Weld,,,,2022
17238.74,,Girth Weld,,,,2022
17279.029,,Girth Weld,,,,2022
17319.173,,Girth Weld,,,,2022
17359.475,,Girth Weld,,,,2022
17363.205,10:12:00,Seam Weld Manufacturing Anomaly,,2.7,,2022
17399.534,,Girth Weld,,,,2022
17420.709,11:24:00,Seam Weld Manufacturing Anomaly,,15.1,,2022
17429.009,11:24:00,Seam Weld Manufacturing Anomaly,,13.2,,2022
17431.827,11:26:00,Seam Weld Manufacturing Anomaly,,11.9,,2022
17439.767,,Girth Weld,,,,2022
17479.882,,Girth Weld,,,,2022
17519.354,,Start Repair Marker,,,,2022
17520.125,,Girth Weld,,,,2022
17521.017,,End Repair Marker,,,,2022
17560.295,,Girth Weld,,,,2022
17600.659,,Girth Weld,,,,2022
17605.696,,Bend,,,,2022
17610.689,,Girth Weld,,,,2022
17635.728,,Girth Weld,,,,2022
17651.503,09:05:00,Seam Weld Manufacturing Anomaly,,7.2,,2022
17653.353,09:05:00,Seam Weld Manufacturing Anomaly,,11.6,,2022
17656.201,09:02:00,Seam Weld Manufacturing Anomaly,,13.3,,2022
17666.975,,Girth Weld,,,,2022
17668.209,10:17:00,Metal Loss,29.0,43.5,6.3,2022
17707.08,,Girth Weld,,,,2022
17747.208,,Girth Weld,,,,2022
17787.395,,Girth Weld,,,,2022
17827.441,,Girth Weld,,,,2022
17867.543,,Girth Weld,,,,2022
17907.723,,Girth Weld,,,,2022
17939.626,,Girth Weld,,,,2022
17979.724,,Girth Weld,,,,2022
18019.915,,Girth Weld,,,,2022
18059.957,,Girth Weld,,,,2022
18067.303,01:47:00,Seam Weld Manufacturing Anomaly,,4.4,,2022
18085.207,01:47:00,Seam Weld Manufacturing Anomaly,,6.7,,2022
18087.346,01:47:00,Seam Weld Manufacturing Anomaly,,5.3,,2022
18091.391,,Girth Weld,,,,2022
18131.467,,Girth Weld,,,,2022
18171.549,,Girth Weld,,,,2022
18211.552,,Girth Weld,,,,2022
18250.587,05:22:00,Metal Loss,23.0,1.9,2.8,2022
18251.742,,Girth Weld,,,,2022
18259.869,,Girth Weld,,,,2022
18260.607,05:30:00,Metal Loss,25.0,3.1,2.6,2022
18299.987,,Girth Weld,,,,2022
18340.072,,Girth Weld,,,,2022
18380.148,,Girth Weld,,,,2022
18420.135,,Girth Weld,,,,2022
18460.197,,Girth Weld,,,,2022
18495.554,06:14:00,Seam Weld Manufacturing Anomaly,,10.1,,2022
18500.538,,Girth Weld,,,,2022
18501.375,06:02:00,Metal Loss,42.0,2.7,2.7,2022
18540.6,,Girth Weld,,,,2022
18575.387,,Girth Weld,,,,2022
18615.469,,Girth Weld,,,,2022
18655.515,,Girth Weld,,,,2022
18695.433,,Girth Weld,,,,2022
18735.61,,Girth Weld,,,,2022
18775.646,,Girth Weld,,,,2022
18815.804,,Girth Weld,,,,2022
18855.794,,Girth Weld,,,,2022
18888.635,06:00:00,Attachment,,,,2022
18891.201,,Girth Weld,,,,2022
18897.297,,Bend,,,,2022
18903.533,,Girth Weld,,,,2022
18933.179,,AGM,,,,2022
18943.615,,Girth Weld,,,,2022
18983.917,,Girth Weld,,,,2022
18989.183,12:00:00,Tap,,,,2022
19024.026,,Girth Weld,,,,2022
19028.12,11:07:00,Seam Weld Manufacturing Anomaly,,5.4,,2022
19036.142,11:44:00,Seam Weld Manufacturing Anomaly,,5.8,,2022
19040.02,11:46:00,Seam Weld Manufacturing Anomaly,,6.4,,2022
19040.679,11:43:00,Seam Weld Manufacturing Anomaly,,7.9,,2022
19048.829,11:49:00,Seam Weld Manufacturing Anomaly,,10.4,,2022
19054.409,,Girth Weld,,,,2022
19094.36,,Girth Weld,,,,2022
19134.633,,Girth Weld,,,,2022
19140.276,01:07:00,Seam Weld Manufacturing Anomaly,,5.8,,2022
19152.326,01:09:00,Seam Weld Manufacturing Anomaly,,6.3,,2022
19155.135,01:07:00,Seam Weld Manufacturing Anomaly,,11.3,,2022
19155.259,01:16:00,Seam Weld Manufacturing Anomaly,,11.8,,2022
19174.649,,Girth Weld,,,,2022
19194.167,11:24:00,Seam Weld Manufacturing Anomaly,,1.9,,2022
19213.648,11:39:00,Seam Weld Manufacturing Anomaly,,8.6,,2022
19214.944,,Girth Weld,,,,2022
19255.02,,Girth Weld,,,,2022
19294.636,,Girth Weld,,,,2022
19334.721,,Girth Weld,,,,2022
19375.102,,Girth Weld,,,,2022
19415.144,,Girth Weld,,,,2022
19455.361,,Girth Weld,,,,2022
19495.41,,Girth Weld,,,,2022
19535.558,,Girth Weld,,,,2022
19575.607,,Girth Weld,,,,2022
19615.948,,Girth Weld,,,,2022
19655.961,,Girth Weld,,,,2022
19696.24,,Girth Weld,,,,2022
19703.789,11:26:00,Metal Loss,17.0,23.5,5.6,2022
19711.526,11:25:00,Metal Loss,13.0,6.6,2.6,2022
19736.204,,Girth Weld,,,,2022
19776.417,,Girth Weld,,,,2022
19816.414,,Girth Weld,,,,2022
19856.621,,Girth Weld,,,,2022
19896.624,,Girth Weld,,,,2022
19936.9,,Girth Weld,,,,2022
19976.929,,Girth Weld,,,,2022
20017.064,,Girth Weld,,,,2022
20057.024,,Girth Weld,,,,2022
20097.26,,Girth Weld,,,,2022
20137.185,,Girth Weld,,,,2022
20176.562,03:07:00,Metal Loss,12.0,8.4,3.1,2022
20177.421,,Girth Weld,,,,2022
20217.598,,Girth Weld,,,,2022
20229.318,,Field Bend,,,,2022
20257.9,,Girth Weld,,,,2022
20297.913,,Girth Weld,,,,2022
20338.074,,Girth Weld,,,,2022
20378.051,,Girth Weld,,,,2022
20417.103,05:24:00,Metal Loss,14.0,1.1,0.7,2022
20417.106,05:58:00,Metal Loss,28.0,3.3,1.9,2022
20417.487,06:47:00,Metal Loss,32.0,1.8,1.5,2022
20418.278,,Girth Weld,,,,2022
20458.465,,Girth Weld,,,,2022
20496.119,05:15:00,Metal Loss,20.0,4.9,2.9,2022
20497.336,,Girth Weld,,,,2022
20537.316,,Girth Weld,,,,2022
20576.447,05:39:00,Metal Loss,18.0,5.1,3.1,2022
20577.51,,Girth Weld,,,,2022
20617.533,,Girth Weld,,,,2022
20657.756,,Girth Weld,,,,2022
20697.73,,Girth Weld,,,,2022
20716.854,06:03:00,Metal Loss,16.0,3.9,2.0,2022
20737.93,,Girth Weld,,,,2022
20777.943,,Girth Weld,,,,2022
20818.179,,Girth Weld,,,,2022
20858.205,,Girth Weld,,,,2022
20898.478,,Girth Weld,,,,2022
20905.594,11:27:00,Seam Weld Manufacturing Anomaly,,11.1,,2022
20910.203,,Girth Weld,,,,2022
20950.43,,Girth Weld,,,,2022
20990.577,,Girth Weld,,,,2022
21024.085,,Girth Weld,,,,2022
21064.131,,Girth Weld,,,,2022
21084.564,10:47:00,Seam Weld Manufacturing Anomaly,,6.9,,2022
21087.057,10:44:00,Seam Weld Manufacturing Anomaly,,6.7,,2022
21103.73,06:21:00,Metal Loss,25.0,1.3,1.4,2022
21104.531,,Girth Weld,,,,2022
21125.525,,Girth Weld,,,,2022
21165.738,,Girth Weld,,,,2022
21205.863,,Girth Weld,,,,2022
21245.919,,Girth Weld,,,,2022
21286.168,,Girth Weld,,,,2022
21326.096,,Girth Weld,,,,2022
21365.482,,Start Repair Marker,,,,2022
21366.332,,Girth Weld,,,,2022
21366.778,07:15:00,Metal Loss,23.0,8.0,9.2,2022
21366.955,04:20:00,Metal Loss,37.0,5.3,7.8,2022
21367.064,09:04:00,Metal Loss,23.0,2.5,1.5,2022
21367.073,08:28:00,Metal Loss,20.0,1.5,0.9,2022
21367.736,,End Repair Marker,,,,2022
21391.217,06:00:00,Attachment,,,,2022
21391.804,,Start Repair Marker,,,,2022
21391.873,,Start Composite Wrap,,,,2022
21392.329,06:47:00,Metal Loss,41.0,5.6,2.4,2022
21393.196,,End Composite Wrap,,,,2022
21393.228,,End Repair Marker,,,,2022
21395.492,12:00:00,Attachment,,,,2022
21401.25,,Girth Weld,,,,2022
21405.295,,Girth Weld,,,,2022
21443.136,,Girth Weld,,,,2022
21484.229,,Girth Weld,,,,2022
21486.627,,Girth Weld,,,,2022
21490.135,12:00:00,Attachment,,,,2022
21522.484,,Start Repair Marker,,,,2022
21523.579,07:03:00,Metal Loss,34.0,13.9,18.4,2022
21525.928,,End Repair Marker,,,,2022
21526.749,,Girth Weld,,,,2022
21527.454,05:22:00,Metal Loss,16.0,2.8,4.8,2022
21566.814,,Girth Weld,,,,2022
21606.926,,Girth Weld,,,,2022
21646.877,,Girth Weld,,,,2022
21687.054,,Girth Weld,,,,2022
21727.119,,Girth Weld,,,,2022
21767.402,,Girth Weld,,,,2022
21787.664,,Field Bend,,,,2022
21800.42,,Girth Weld,,,,2022
21810.151,,Girth Weld,,,,2022
21850.233,,Girth Weld,,,,2022
21890.325,,Girth Weld,,,,2022
21900.453,04:32:00,Metal Loss,15.0,2.5,1.6,2022
21901.437,06:29:00,Metal Loss,20.0,5.9,2.1,2022
21902.575,06:55:00,Metal Loss,17.0,4.1,1.5,2022
21929.426,05:03:00,Metal Loss,18.0,6.9,2.4,2022
21930.226,04:19:00,Metal Loss,19.0,16.1,6.7,2022
21930.627,,Girth Weld,,,,2022
21931.312,07:26:00,Metal Loss,15.0,2.5,3.1,2022
21970.627,,Girth Weld,,,,2022
21978.904,,Field Bend,,,,2022
22011.017,,Girth Weld,,,,2022
22011.339,04:53:00,Metal Loss,20.0,5.7,5.7,2022
22051.053,,Girth Weld,,,,2022
22089.377,11:33:00,Metal Loss,16.0,1.9,2.6,2022
22089.846,05:19:00,Metal Loss,34.0,14.1,11.3,2022
22090.098,10:21:00,Metal Loss,16.0,3.0,2.6,2022
22090.302,07:07:00,Metal Loss,15.0,3.9,2.2,2022
22090.341,08:34:00,Metal Loss,15.0,5.0,5.7,2022
22091.224,,Girth Weld,,,,2022
22091.237,05:22:00,Metal Loss,38.0,0.8,0.7,2022
22091.946,06:30:00,Metal Loss,46.0,3.8,2.4,2022
22093.074,11:32:00,Metal Loss,14.0,1.9,2.8,2022
22110.128,06:06:00,Metal Loss,10.0,4.9,1.5,2022
22131.28,,Girth Weld,,,,2022
22169.649,,Start Repair Marker,,,,2022
22170.187,04:21:00,Metal Loss,25.0,9.7,7.1,2022
22170.551,07:59:00,Metal Loss,14.0,3.6,2.6,2022
22171.486,,End Repair Marker,,,,2022
22171.512,,Girth Weld,,,,2022
22211.509,,Girth Weld,,,,2022
22250.784,05:18:00,Metal Loss,11.0,3.2,2.0,2022
22251.772,,Girth Weld,,,,2022
22291.693,,Girth Weld,,,,2022
22331.88,,Girth Weld,,,,2022
22371.86,,Girth Weld,,,,2022
22412.067,,Girth Weld,,,,2022
22413.33,09:28:00,Seam Weld Manufacturing Anomaly,,15.2,,2022
22419.285,09:27:00,Seam Weld Manufacturing Anomaly,,11.2,,2022
22452.08,,Girth Weld,,,,2022
22460.453,03:58:00,Metal Loss,12.0,6.3,3.3,2022
22463.848,03:56:00,Metal Loss,13.0,4.1,2.4,2022
22473.543,04:03:00,Metal Loss,12.0,6.3,2.7,2022
22478.553,03:59:00,Metal Loss,19.0,5.5,2.4,2022
22481.047,03:56:00,Metal Loss,12.0,5.0,2.3,2022
22487.395,03:55:00,Metal Loss,14.0,7.7,1.9,2022
22491.955,04:29:00,Metal Loss,19.0,1.5,1.3,2022
22492.293,,Girth Weld,,,,2022
22493.163,05:11:00,Metal Loss,22.0,4.8,5.4,2022
22532.316,,Girth Weld,,,,2022
22571.496,05:05:00,Metal Loss,15.0,5.2,5.4,2022
22572.533,,Girth Weld,,,,2022
22612.415,,Girth Weld,,,,2022
22652.638,,Girth Weld,,,,2022
22669.613,,Girth Weld,,,,2022
22709.872,,Girth Weld,,,,2022
22740.482,02:50:00,Metal Loss Manufacturing Anomaly,31.0,1.6,2.5,2022
22740.869,06:09:00,Metal Loss Manufacturing Anomaly,22.0,0.4,1.3,2022
22749.98,,Girth Weld,,,,2022
22788.773,10:05:00,Metal Loss,14.0,12.5,2.6,2022
22790.2,,Girth Weld,,,,2022
22830.279,,Girth Weld,,,,2022
22870.354,,Girth Weld,,,,2022
22871.066,04:02:00,Metal Loss,20.0,0.9,1.1,2022
22871.184,06:32:00,Metal Loss,11.0,5.2,2.8,2022
22871.188,05:25:00,Metal Loss,16.0,8.8,6.3,2022
22910.384,,Girth Weld,,,,2022
22950.581,,Girth Weld,,,,2022
22990.584,,Girth Weld,,,,2022
23030.751,,Girth Weld,,,,2022
23031.68,06:30:00,Metal Loss,16.0,3.4,2.9,2022
23065.256,06:34:00,Metal Loss,36.0,23.4,7.1,2022
23065.256,05:08:00,Metal Loss,17.0,6.4,4.2,2022
23066.555,05:03:00,Metal Loss,16.0,4.0,1.1,2022
23067.011,05:59:00,Metal Loss,25.0,3.7,2.8,2022
23070.951,,Girth Weld,,,,2022
23074.695,07:40:00,Metal Loss,14.0,4.2,1.7,2022
23077.228,04:29:00,Metal Loss,36.0,13.1,2.3,2022
23077.881,07:10:00,Metal Loss,17.0,2.5,2.1,2022
23078.442,04:04:00,Metal Loss,14.0,6.0,2.4,2022
23079.646,04:27:00,Metal Loss,20.0,9.6,2.3,2022
23080.673,03:55:00,Metal Loss,35.0,3.0,2.4,2022
23080.686,,Start Recoat,,,,2022
23080.955,04:41:00,Metal Loss,23.0,17.5,8.0,2022
23081.64,07:42:00,Metal Loss,24.0,14.7,2.9,2022
23082.831,04:05:00,Metal Loss,18.0,17.3,5.2,2022
23083.133,07:51:00,Metal Loss,38.0,9.8,6.7,2022
23084.731,,End Recoat,,,,2022
23085.584,08:02:00,Metal Loss,18.0,1.3,1.4,2022
23086.119,04:17:00,Metal Loss,27.0,22.4,6.7,2022
23088.53,07:53:00,Metal Loss,17.0,16.8,5.9,2022
23088.678,04:13:00,Metal Loss,20.0,15.5,4.0,2022
23090.144,04:27:00,Metal Loss,22.0,16.7,5.6,2022
23092.454,07:54:00,Metal Loss,18.0,3.4,1.7,2022
23098.57,05:08:00,Metal Loss,37.0,15.2,5.9,2022
23101.237,07:20:00,Metal Loss,12.0,7.7,3.7,2022
23102.254,05:15:00,Metal Loss,19.0,2.6,1.8,2022
23102.641,05:56:00,Metal Loss,13.0,5.9,2.5,2022
23111.309,,Girth Weld,,,,2022
